age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,contacted_before,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,subscribed
46,services,married,basic.9y,no,no,yes,cellular,may,wed,2,0,0,nonexistent,1.0,1,1,1,1,0
33,admin.,single,high.school,no,yes,no,cellular,may,wed,3,0,1,failure,1.0,1,1,1,1,0
52,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,2,0,0,nonexistent,1.0,1,1,1,1,1
33,blue-collar,married,basic.6y,no,yes,yes,cellular,may,wed,2,0,0,nonexistent,1.0,1,1,1,1,1
34,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,3,0,1,failure,1.0,1,1,1,1,0
48,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,4,0,0,nonexistent,1.0,1,1,1,1,0
34,services,married,high.school,no,yes,no,telephone,may,wed,2,0,0,nonexistent,1.0,1,1,1,1,0
34,blue-collar,married,unknown,no,no,no,cellular,may,wed,4,0,0,nonexistent,1.0,1,1,1,1,0
43,unemployed,married,basic.4y,no,no,no,cellular,may,wed,2,0,0,nonexistent,1.0,1,1,1,1,0
59,admin.,married,high.school,no,no,no,cellular,may,wed,2,0,1,failure,1.0,1,1,1,1,0
39,technician,single,professional.course,no,no,no,cellular,may,wed,3,0,0,nonexistent,1.0,1,1,1,1,0
42,services,married,high.school,no,yes,no,cellular,may,wed,2,0,0,nonexistent,1.0,1,1,1,1,0
34,housemaid,married,high.school,unknown,no,no,cellular,may,wed,4,0,1,failure,1.0,1,1,1,1,0
31,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,2,0,0,nonexistent,1.0,1,1,1,1,0
38,technician,single,university.degree,no,yes,yes,cellular,may,wed,3,0,0,nonexistent,1.0,1,1,1,1,1
39,technician,married,professional.course,no,no,no,cellular,may,thu,2,0,1,failure,1.0,1,1,1,1,0
57,admin.,married,high.school,unknown,yes,no,cellular,may,thu,4,0,0,nonexistent,1.0,1,1,1,1,0
30,technician,single,professional.course,no,no,no,cellular,may,thu,2,0,0,nonexistent,1.0,1,1,1,1,0
38,admin.,single,university.degree,no,no,no,cellular,may,thu,2,0,0,nonexistent,1.0,1,1,1,1,0
38,management,married,unknown,no,no,no,telephone,may,thu,4,0,1,failure,1.0,1,1,1,1,0
31,blue-collar,married,basic.4y,unknown,no,no,cellular,may,thu,2,0,0,nonexistent,1.0,1,1,1,1,0
42,blue-collar,single,basic.9y,unknown,yes,no,cellular,may,thu,4,0,0,nonexistent,1.0,1,1,1,1,0
51,services,married,professional.course,unknown,no,no,cellular,may,thu,2,0,0,nonexistent,1.0,1,1,1,1,0
44,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,2,0,0,nonexistent,1.0,1,1,1,1,0
28,services,married,basic.9y,unknown,yes,no,cellular,may,thu,3,0,0,nonexistent,1.0,1,1,1,1,0
34,management,married,basic.4y,no,no,no,cellular,may,thu,4,0,0,nonexistent,1.0,1,1,1,1,0
35,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
45,admin.,divorced,basic.9y,unknown,no,no,cellular,may,thu,3,0,0,nonexistent,1.0,1,1,1,1,0
34,technician,married,university.degree,no,yes,no,cellular,may,thu,4,0,0,nonexistent,1.0,1,1,1,1,0
44,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,4,0,0,nonexistent,1.0,1,1,1,1,0
34,management,married,basic.4y,no,yes,no,cellular,may,thu,4,0,0,nonexistent,1.0,1,1,1,1,0
27,admin.,single,high.school,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
32,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
33,technician,married,university.degree,no,yes,no,telephone,may,thu,3,0,1,failure,1.0,1,1,1,1,0
35,admin.,single,high.school,no,yes,yes,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
35,admin.,single,high.school,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
31,housemaid,single,high.school,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
50,blue-collar,married,professional.course,no,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
35,management,married,university.degree,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
30,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
50,blue-collar,married,professional.course,unknown,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
32,admin.,single,university.degree,no,yes,yes,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
50,blue-collar,married,professional.course,unknown,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
26,blue-collar,married,basic.9y,no,yes,yes,cellular,may,thu,3,0,0,nonexistent,1.0,1,1,1,1,0
30,technician,single,professional.course,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
45,admin.,married,high.school,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
33,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
37,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
36,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
36,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
36,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
35,admin.,single,high.school,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,1
36,blue-collar,married,basic.4y,no,yes,unknown,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
36,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
34,admin.,single,basic.6y,no,no,no,cellular,may,thu,4,0,0,nonexistent,1.0,1,1,1,1,0
30,entrepreneur,divorced,basic.6y,no,no,yes,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
54,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
32,admin.,married,university.degree,no,yes,no,cellular,may,thu,4,0,1,failure,1.0,1,1,1,1,0
37,blue-collar,single,university.degree,unknown,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
24,services,single,high.school,unknown,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
29,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
36,technician,married,professional.course,no,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
36,admin.,single,high.school,no,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
28,admin.,single,high.school,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
36,admin.,single,high.school,no,yes,yes,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
30,technician,single,university.degree,unknown,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
36,technician,married,professional.course,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
38,management,married,high.school,no,yes,no,telephone,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
30,services,single,high.school,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
39,services,married,high.school,no,yes,no,telephone,may,thu,1,0,1,failure,1.0,1,1,1,1,0
36,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
36,admin.,single,high.school,no,yes,yes,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
39,admin.,single,university.degree,no,no,no,cellular,may,thu,2,0,0,nonexistent,1.0,1,1,1,1,0
40,blue-collar,married,basic.9y,no,yes,yes,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
30,admin.,single,professional.course,no,yes,yes,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
39,entrepreneur,married,unknown,no,yes,yes,cellular,may,thu,3,0,0,nonexistent,1.0,1,1,1,1,0
30,blue-collar,single,basic.9y,no,no,yes,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
54,technician,single,university.degree,no,yes,yes,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
43,services,married,high.school,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
30,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
57,retired,divorced,high.school,no,yes,yes,cellular,may,thu,4,0,1,failure,1.0,1,1,1,1,0
54,technician,single,university.degree,no,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
36,blue-collar,married,unknown,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
30,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,1,1,1,success,1.0,1,1,1,1,1
32,admin.,married,high.school,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
36,blue-collar,married,unknown,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
32,admin.,married,high.school,no,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
32,admin.,married,high.school,no,no,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
45,admin.,single,high.school,no,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
32,admin.,married,high.school,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
33,entrepreneur,single,university.degree,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
41,blue-collar,married,basic.9y,no,yes,unknown,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
38,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
33,admin.,married,university.degree,no,yes,no,cellular,may,thu,2,0,0,nonexistent,1.0,1,1,1,1,0
29,services,married,high.school,unknown,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
42,blue-collar,single,basic.9y,unknown,no,no,cellular,may,thu,4,0,0,nonexistent,1.0,1,1,1,1,0
29,admin.,married,basic.9y,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
36,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,2,0,0,nonexistent,1.0,1,1,1,1,0
29,admin.,married,high.school,no,no,no,cellular,may,thu,1,1,1,success,1.0,1,1,1,1,0
43,blue-collar,married,basic.6y,no,yes,yes,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
33,services,married,basic.9y,no,yes,no,cellular,may,thu,3,0,0,nonexistent,1.0,1,1,1,1,0
31,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
29,admin.,married,high.school,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
26,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
43,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
34,management,married,university.degree,unknown,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
39,admin.,married,high.school,no,yes,no,cellular,may,thu,4,0,0,nonexistent,1.0,1,1,1,1,0
34,services,married,university.degree,no,no,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
43,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,4,0,0,nonexistent,1.0,1,1,1,1,0
33,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
47,technician,divorced,university.degree,unknown,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
41,self-employed,married,professional.course,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
35,services,single,high.school,no,no,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
35,services,single,high.school,no,no,yes,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
26,technician,single,professional.course,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
31,admin.,married,university.degree,no,yes,yes,cellular,may,thu,2,0,1,failure,1.0,1,1,1,1,0
50,services,divorced,basic.9y,no,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
25,services,single,high.school,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
28,technician,married,university.degree,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
30,blue-collar,married,basic.9y,no,yes,unknown,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
33,self-employed,divorced,university.degree,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
33,self-employed,divorced,university.degree,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
32,admin.,single,professional.course,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
60,admin.,single,university.degree,no,yes,yes,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
60,admin.,single,university.degree,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
38,technician,single,high.school,unknown,yes,yes,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
29,services,married,professional.course,no,yes,yes,telephone,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
33,self-employed,divorced,university.degree,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
29,services,married,professional.course,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
29,services,married,professional.course,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
29,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
37,student,single,university.degree,unknown,no,no,telephone,may,thu,1,0,1,failure,1.0,1,1,1,1,0
30,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
52,entrepreneur,married,high.school,no,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
52,entrepreneur,married,high.school,no,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
33,services,married,high.school,no,no,no,telephone,may,thu,1,0,1,failure,1.0,1,1,1,1,0
34,admin.,single,unknown,no,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
43,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
42,blue-collar,married,university.degree,unknown,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
33,services,married,high.school,no,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
36,admin.,married,professional.course,no,no,no,cellular,may,thu,2,0,0,nonexistent,1.0,1,1,1,1,0
32,admin.,single,professional.course,no,yes,yes,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,1
32,admin.,single,professional.course,no,no,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
30,blue-collar,single,basic.6y,no,no,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
32,services,married,high.school,unknown,no,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
28,admin.,divorced,university.degree,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,1
40,unemployed,married,professional.course,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
25,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
51,services,divorced,high.school,no,no,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
25,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
38,technician,single,professional.course,no,yes,no,cellular,may,thu,2,0,1,failure,1.0,1,1,1,1,1
30,blue-collar,single,basic.6y,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,1
35,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
34,unemployed,single,university.degree,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
40,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
39,blue-collar,divorced,unknown,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
35,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
39,blue-collar,divorced,unknown,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
28,technician,single,high.school,no,yes,yes,cellular,may,thu,1,1,1,success,1.0,1,1,1,1,1
45,blue-collar,divorced,basic.6y,unknown,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
57,retired,married,basic.6y,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
57,retired,married,basic.6y,no,no,yes,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
57,retired,married,basic.6y,no,yes,no,cellular,may,thu,1,1,1,success,1.0,1,1,1,1,0
37,blue-collar,divorced,high.school,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
29,services,married,basic.9y,no,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
26,services,single,university.degree,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
44,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
36,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
55,self-employed,married,basic.9y,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
35,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
42,blue-collar,married,basic.4y,unknown,yes,yes,cellular,may,thu,3,0,0,nonexistent,1.0,1,1,1,1,0
28,blue-collar,single,high.school,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
26,services,single,university.degree,no,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
38,blue-collar,divorced,high.school,no,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
28,blue-collar,single,high.school,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
38,blue-collar,divorced,high.school,no,no,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
37,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
34,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
35,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
34,blue-collar,married,basic.4y,no,no,yes,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
38,blue-collar,divorced,high.school,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
38,blue-collar,divorced,high.school,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
33,admin.,married,high.school,no,no,yes,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
34,management,married,basic.4y,no,yes,no,cellular,may,thu,4,0,0,nonexistent,1.0,1,1,1,1,0
43,blue-collar,married,basic.4y,unknown,no,yes,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
45,management,married,university.degree,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
38,technician,married,university.degree,no,yes,unknown,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
41,management,married,basic.6y,unknown,no,no,cellular,may,thu,2,0,0,nonexistent,1.0,1,1,1,1,0
37,blue-collar,married,basic.9y,no,yes,yes,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
31,services,divorced,high.school,unknown,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
36,technician,single,high.school,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
36,technician,single,high.school,no,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
31,services,divorced,high.school,unknown,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
45,management,married,university.degree,no,no,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,1
36,technician,single,high.school,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
43,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,1
38,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
51,services,divorced,basic.6y,no,no,yes,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
38,admin.,married,high.school,no,yes,yes,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,1
41,management,married,university.degree,no,no,yes,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
32,unemployed,single,university.degree,no,no,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
31,technician,married,professional.course,unknown,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
42,blue-collar,single,basic.4y,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
41,management,married,university.degree,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
29,admin.,single,basic.9y,unknown,yes,no,cellular,may,thu,4,0,0,nonexistent,1.0,1,1,1,1,1
35,technician,single,professional.course,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
49,admin.,divorced,high.school,no,yes,no,cellular,may,thu,3,0,1,failure,1.0,1,1,1,1,0
35,technician,single,professional.course,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
36,technician,divorced,professional.course,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
47,management,married,university.degree,unknown,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
31,technician,married,professional.course,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
39,services,single,professional.course,unknown,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
39,admin.,married,basic.9y,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
36,blue-collar,married,basic.9y,no,yes,yes,cellular,may,thu,2,0,0,nonexistent,1.0,1,1,1,1,0
35,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
35,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
37,technician,married,professional.course,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
35,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
48,blue-collar,married,basic.4y,no,yes,unknown,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
47,self-employed,married,basic.4y,unknown,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
30,admin.,single,university.degree,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
47,services,married,high.school,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
35,blue-collar,married,unknown,no,no,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
35,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
37,self-employed,married,basic.4y,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
33,admin.,single,university.degree,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
24,student,single,university.degree,no,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
35,admin.,married,university.degree,no,yes,yes,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
41,blue-collar,married,basic.6y,unknown,yes,yes,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
33,admin.,single,university.degree,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
37,services,married,basic.9y,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
40,technician,married,university.degree,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
41,blue-collar,married,basic.6y,unknown,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
26,blue-collar,single,basic.4y,no,no,yes,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
44,technician,divorced,professional.course,no,no,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
41,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
43,services,married,high.school,no,no,no,cellular,may,thu,2,0,1,failure,1.0,1,1,1,1,0
33,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
33,admin.,married,high.school,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
36,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
36,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
35,blue-collar,married,basic.4y,no,yes,yes,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
35,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
37,services,married,basic.9y,no,no,yes,cellular,may,thu,2,0,1,failure,1.0,1,1,1,1,0
43,admin.,single,high.school,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
35,services,married,professional.course,no,no,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,0
31,management,married,university.degree,no,no,yes,cellular,may,thu,2,0,1,failure,1.0,1,1,1,1,0
32,services,married,high.school,no,yes,no,cellular,may,thu,1,0,0,nonexistent,1.0,1,1,1,1,1
34,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
32,admin.,married,university.degree,no,yes,no,cellular,may,thu,3,0,1,failure,1.0,1,1,1,1,0
39,technician,married,professional.course,no,yes,yes,cellular,may,thu,2,0,0,nonexistent,1.0,1,1,1,1,0
34,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu,1,0,1,failure,1.0,1,1,1,1,0
37,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,2,0,0,nonexistent,1.0,1,1,1,1,0
